Name_submitted,Name_matched,Name_match_with_do_not_use,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,Checked_ruth
Ficus microcarpa,Ficus microcarpa,Do not use,1,Synonym,Ficus recurva,Blume,Moraceae,tpl, [Ambiguous match] ,,Do not use
Ficus microcarpa,Ficus microcarpa,Do not use,1,Synonym,Ficus thonningii,Blume,Moraceae,usda, ,,Do not use
Ficus microcarpa,Ficus microcarpa,Do not use,1,Synonym,Ficus thonningii,Blume,Moraceae,tpl, [Ambiguous match] ,,Do not use
Ficus virens,Ficus virens,Ficus virens,1,Accepted,Ficus virens,Aiton,Moraceae,tpl, ,,
Ficus virens,Ficus virens,Ficus virens,1,Accepted,Ficus virens,Dryand.,Moraceae,tropicos, ,,
Flourensia cernua,Flourensia cernua,Flourensia cernua,1,Accepted,Flourensia cernua,DC.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:A540F467-D7B8-4A4B-A6BA-3379237C2A0D,
Fragaria vesca,Fragaria vesca,Fragaria vesca,1,Accepted,Fragaria vesca,L.,Rosaceae,tpl;tropicos;usda, ,,
Frasera speciosa,Frasera speciosa,Frasera speciosa,1,Accepted,Frasera speciosa,Douglas ex Hook.,Gentianaceae,tpl, ,,
Frasera speciosa,Frasera speciosa,Frasera speciosa,1,Accepted,Frasera speciosa,Douglas ex Griseb.,Gentianaceae,usda, ,,
Fritillaria biflora,Fritillaria biflora,Fritillaria biflora,1,Accepted,Fritillaria biflora,Lindl.,Liliaceae,tpl;tropicos;usda, ,,
Fritillaria meleagris,Fritillaria meleagris,Fritillaria meleagris,1,Accepted,Fritillaria meleagris,L.,Liliaceae,tpl;usda, ,,
Froelichia floridana,Froelichia floridana,Froelichia floridana,1,Accepted,Froelichia floridana,(Nutt.) Moq.,Amaranthaceae,tpl;tropicos;usda, ,,
Fumana procumbens,Fumana procumbens,Fumana procumbens,1,Accepted,Fumana procumbens,(Dunal) Gren. & Godr.,Cistaceae,tpl, ,,
Agave angustifolia,Agave angustifolia,Agave angustifolia,1,Synonym,Furcraea tuberosa,(Mill.) Aiton,Asparagaceae,tpl, [Ambiguous match] ,,
Gaultheria procumbens,Gaultheria procumbens,Gaultheria procumbens,1,Accepted,Gaultheria procumbens,L.,Ericaceae,tpl;tropicos;usda, ,,
Gentiana pneumonanthe,Gentiana pneumonanthe,Gentiana pneumonanthe,1,Accepted,Gentiana pneumonanthe,L.,Gentianaceae,tpl;tropicos, ,,
Gentianella amarella,Gentianella amarella,Gentianella amarella,1,Accepted,Gentianella amarella,(L.) Harry Sm.,Gentianaceae,tpl;tropicos, [Ambiguous match] ,,
Gentianella amarella,Gentianella amarella,Gentianella amarella,1,Accepted,Gentianella amarella,(L.) B?rner,Gentianaceae,tropicos;usda, [Ambiguous match] ,,
Gentianella amarella,Gentianella amarella,Gentianella amarella,1,Synonym,Gentianella amarella,(L.) Harry Sm.,Gentianaceae,tpl, [Ambiguous match] ,,
Gentianella bohemica,Gentianella bohemica,Gentianella bohemica,1,Accepted,Gentianella bohemica,Skalickç,Gentianaceae,tpl, ,,
Gentianella campestris,Gentianella campestris,Gentianella campestris,1,Accepted,Gentianella campestris,(L.) B?rner,Gentianaceae,tpl;tropicos, [Ambiguous match] ,,
Gentianella campestris,Gentianella campestris,Gentianella campestris,1,Accepted,Gentianella campestris,(L.) Boerner,Gentianaceae,tropicos, [Ambiguous match] ,,
Gentianella campestris,Gentianella campestris,Gentianella campestris,1,Synonym,Gentianella campestris,(L.) B?rner,Gentianaceae,tpl, [Ambiguous match] ,,
Gentianella bohemica,Gentianella bohemica,Gentianella bohemica,1,Synonym,Gentianella praecox subsp. bohemica,(Skalickç) Holub,Gentianaceae,tropicos, ,,
Geonoma macrostachys,Geonoma macrostachys,Geonoma macrostachys,1,Accepted,Geonoma macrostachys,Mart.,Arecaceae,tpl;tropicos, ,,
Geranium sylvaticum,Geranium sylvaticum,Geranium sylvaticum,1,Accepted,Geranium sylvaticum,L.,Geraniaceae,tpl;tropicos;usda, ,,
Geum reptans,Geum reptans,Geum reptans,1,Accepted,Geum reptans,L.,Rosaceae,tpl, ,,
Geum rivale,Geum rivale,Geum rivale,1,Accepted,Geum rivale,L.,Rosaceae,tpl;tropicos;usda, ,,
Gleditsia triacanthos,Gleditsia triacanthos,Gleditsia triacanthos,1,Accepted,Gleditsia triacanthos,L.,Fabaceae,ildis;tropicos;usda, ,,
Glottidium vesicarium,Glottidium vesicarium,Glottidium vesicarium,1,Accepted,Glottidium vesicarium,(Jacq.)R.M.Harper,Fabaceae,ildis, ,,
Glottidium vesicarium,Glottidium vesicarium,Glottidium vesicarium,1,Accepted,Glottidium vesicarium,(Jacq.) R.M. Harper,Fabaceae,tropicos, ,,
Calathea micans,Calathea micans,Calathea micans,1,Synonym,Goeppertia micans,(L. Mathieu) Borchs. & S. Suˇrez,Marantaceae,tropicos, ,,
Goodyera pubescens,Goodyera pubescens,Goodyera pubescens,1,Accepted,Goodyera pubescens,(Willd.) R.Br.,Orchidaceae,tpl, ,,
Goodyera pubescens,Goodyera pubescens,Goodyera pubescens,1,Accepted,Goodyera pubescens,(Willd.) R. Br.,Orchidaceae,tropicos;usda, ,,
Grevillea caleyi,Grevillea caleyi,Grevillea caleyi,1,Accepted,Grevillea caleyi,R.Br.,Proteaceae,tpl, ,,
Grias peruviana,Grias peruviana,Grias peruviana,1,Accepted,Grias peruviana,Miers,Lecythidaceae,tpl;tropicos, ,,
Guaiacum sanctum,Guaiacum sanctum,Guaiacum sanctum,1,Accepted,Guaiacum sanctum,L.,Zygophyllaceae,tpl;tropicos;usda, ,,
Gymnadenia conopsea,Gymnadenia conopsea,Gymnadenia conopsea,1,Accepted,Gymnadenia conopsea,(L.) R.Br.,Orchidaceae,tpl, ,,
Gymnadenia conopsea,Gymnadenia conopsea,Gymnadenia conopsea,1,Accepted,Gymnadenia conopsea,(L.) R. Br.,Orchidaceae,tropicos;usda, ,,
Hackelia micrantha,Hackelia micrantha,Hackelia micrantha,1,Accepted,Hackelia micrantha,(Eastw.) J.L. Gentry,Boraginaceae,tpl;tropicos;usda, ,,
Helianthella quinquenervis,Helianthella quinquenervis,Helianthella quinquenervis,1,Accepted,Helianthella quinquenervis,(Hook.) A.Gray,Asteraceae,gcc, ,urn:lsid:compositae.org:names:75229E63-E25C-45AF-A5FF-4FEBAA89324B,
Helianthella quinquenervis,Helianthella quinquenervis,Helianthella quinquenervis,1,Accepted,Helianthella quinquenervis,(Hook.) A. Gray,Asteraceae,tropicos;usda, ,,
Helianthemum squamatum,Helianthemum squamatum,Helianthemum squamatum,1,Accepted,Helianthemum squamatum,(L.) Dum.Cours.,Cistaceae,tpl, ,,
Helianthemum squamatum,Helianthemum squamatum,Helianthemum squamatum,1,Accepted,Helianthemum squamatum,(L.) Dum. Cours.,Cistaceae,tropicos, ,,
Helianthemum squamatum,Helianthemum squamatum,Helianthemum squamatum,1,Synonym,Helianthemum squamatum,(L.) Dum.Cours.,Cistaceae,tpl, ,,
Helianthemum squamatum,Helianthemum squamatum,Helianthemum squamatum,1,Synonym,Helianthemum squamatum,(L.) Dum. Cours.,Cistaceae,tropicos, ,,
Helianthus tuberosus,Helianthus tuberosus,Helianthus tuberosus,1,Accepted,Helianthus tuberosus,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:8DFEC87B-85F3-483C-A62D-08FAE6001369,
Heliconia acuminata,Heliconia acuminata,Heliconia acuminata,1,Accepted,Heliconia acuminata,A.Rich.,Heliconiaceae,tpl, ,,
Heliconia acuminata,Heliconia acuminata,Heliconia acuminata,1,Synonym,Heliconia subulata,Ruiz & Pav.,Heliconiaceae,tropicos, ,,
Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,1,Accepted,Hepatica nobilis,Schreb.,Ranunculaceae,usda, ,,
Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,1,Accepted,Hepatica nobilis,Mill.,Ranunculaceae,tpl;tropicos, [Ambiguous match] ,,
Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,1,Accepted,Hepatica nobilis,(L.) Schreb.,Ranunculaceae,tropicos, [Ambiguous match] ,,
Heracleum mantegazzianum,Heracleum mantegazzianum,Heracleum mantegazzianum,1,Accepted,Heracleum mantegazzianum,Sommier & Levier,Apiaceae,tpl;tropicos;usda, ,,
Herminium monorchis,Herminium monorchis,Herminium monorchis,1,Accepted,Herminium monorchis,(L.) R.Br.,Orchidaceae,tpl, ,,
Herminium monorchis,Herminium monorchis,Herminium monorchis,1,Accepted,Herminium monorchis,(L.) R. Br.,Orchidaceae,tropicos, ,,
Stipa comata,Stipa comata,Stipa comata,1,Synonym,Hesperostipa comata,(Trin. & Rupr.) Barkworth,Poaceae,tropicos, ,,okay use matched name
Stipa comata,Stipa comata,Stipa comata,1,Synonym,Hesperostipa comata ssp. comata,(Trin. & Rupr.) Barkworth,Poaceae,usda, ,,okay use matched name
Heteropogon contortus,Heteropogon contortus,Heteropogon contortus,1,Accepted,Heteropogon contortus,(L.) P.Beauv. ex Roem. & Schult.,Poaceae,tpl, ,,
Heteropogon contortus,Heteropogon contortus,Heteropogon contortus,1,Accepted,Heteropogon contortus,(L.) P. Beauv. ex Roem. & Schult.,Poaceae,tropicos;usda, ,,
Hieracium floribundum,Hieracium floribundum,Hieracium floribundum,1,Accepted,Hieracium floribundum,Wimm. & Grab.,Asteraceae,tropicos, ,,
Hieracium lepidulum,Hieracium lepidulum,Hieracium lepidulum,1,Accepted,Hieracium lepidulum,(Stenstr.) Omang,Asteraceae,gcc, ,urn:lsid:compositae.org:names:59E83FD2-A24F-4A3E-B531-8E5D67C14CDD,
Hieracium lepidulum,Hieracium lepidulum,Hieracium lepidulum,1,Synonym,Hieracium levicaule subsp. lepidulum,(Dahlst.) Greuter,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8FB9BC16-E599-4859-BE23-BE102FB82B91,
Pilosella officinarum,Pilosella officinarum,Pilosella officinarum,1,Synonym,Hieracium pilosella,L.,Asteraceae,tropicos, ,,okay use matched name
Hilaria mutica,Hilaria mutica,Hilaria mutica,1,Accepted,Hilaria mutica,(Buckley) Benth.,Poaceae,tpl;tropicos, ,,
Himantoglossum hircinum,Himantoglossum hircinum,Himantoglossum hircinum,1,Accepted,Himantoglossum hircinum,(L.) Spreng.,Orchidaceae,tpl;tropicos, ,,
Hordeum spontaneum,Hordeum spontaneum,Hordeum spontaneum,1,Accepted,Hordeum spontaneum,K.Koch,Poaceae,tpl, ,,
Hordeum spontaneum,Hordeum spontaneum,Hordeum spontaneum,1,Accepted,Hordeum spontaneum,K. Koch,Poaceae,tropicos;usda, ,,
Horkelia congesta,Horkelia congesta,Horkelia congesta,1,Accepted,Horkelia congesta,Douglas ex Hook.,Rosaceae,tpl;tropicos;usda, ,,
Hydrangea paniculata,Hydrangea paniculata,Hydrangea paniculata,1,Accepted,Hydrangea paniculata,Siebold,Hydrangeaceae,tpl;tropicos;usda, ,,
Hylocomium splendens,Hylocomium splendens,Hylocomium splendens,1,Accepted,Hylocomium splendens,(Hedw.) Schimp.,Hylocomiaceae,tpl;tropicos;usda, ,,
Hyparrhenia diplandra,Hyparrhenia diplandra,Hyparrhenia diplandra,1,Accepted,Hyparrhenia diplandra,(Hack.) Stapf,Poaceae,tpl;tropicos, ,,
Hypochaeris radicata,Hypochaeris radicata,Hypochaeris radicata,1,Accepted,Hypochaeris radicata,L.,Asteraceae,tropicos;usda, ,,
Impatiens capensis,Impatiens capensis,Impatiens capensis,1,Accepted,Impatiens capensis,Meerb.,Balsaminaceae,tpl;tropicos;usda, ,,
Ipomoea leptophylla,Ipomoea leptophylla,Ipomoea leptophylla,1,Accepted,Ipomoea leptophylla,Torr.,Convolvulaceae,tpl;tropicos;usda, ,,
Ipomopsis aggregata,Ipomopsis aggregata,Ipomopsis aggregata,1,Accepted,Ipomopsis aggregata,(Pursh) V.E. Grant,Polemoniaceae,tpl;tropicos;usda, ,,
Iriartea deltoidea,Iriartea deltoidea,Iriartea deltoidea,1,Accepted,Iriartea deltoidea,Ruiz & Pav.,Arecaceae,tpl;tropicos, ,,
Iris germanica,Iris germanica,Iris germanica,1,Accepted,Iris germanica,L.,Iridaceae,tropicos;usda, ,,
Iris pseudacorus,Iris pseudacorus,Iris pseudacorus,1,Accepted,Iris pseudacorus,L.,Iridaceae,tpl;tropicos;usda, ,,
Isatis tinctoria,Isatis tinctoria,Isatis tinctoria,1,Accepted,Isatis tinctoria,L.,Brassicaceae,tpl;tropicos;usda, ,,
Juniperus sabina,Juniperus sabina,Do not use,1,Synonym,Juniperus excelsa,M.Bieb.,Cupressaceae,tpl, [Ambiguous match] ,,do not use
Juniperus procera,Juniperus procera,Juniperus procera,1,Accepted,Juniperus procera,Hochst. ex Endl.,Cupressaceae,tpl, ,,
Juniperus sabina,Juniperus sabina,Do not use,1,Synonym,Juniperus pseudosabina,Fisch. & C.A.Mey.,Cupressaceae,tpl, [Ambiguous match] ,,do not use
Juniperus sabina,Juniperus sabina,Juniperus sabina,1,Accepted,Juniperus sabina,L.,Cupressaceae,tpl;tropicos;usda, ,,
Kalanchoe pinnata,Kalanchoe pinnata,Kalanchoe pinnata,1,Accepted,Kalanchoe pinnata,(Lam.) Pers.,Crassulaceae,tropicos;usda, ,,
Khaya senegalensis,Khaya senegalensis,Khaya senegalensis,1,Accepted,Khaya senegalensis,(Desv.) A.Juss.,Meliaceae,tpl, ,,
Khaya senegalensis,Khaya senegalensis,Khaya senegalensis,1,Accepted,Khaya senegalensis,(Desr.) A. Juss.,Meliaceae,tropicos;usda, ,,
Knautia arvensis,Knautia arvensis,Knautia arvensis,1,Accepted,Knautia arvensis,(L.) J.M. Coult.,Caprifoliaceae,usda, ,,
Knautia arvensis,Knautia arvensis,Knautia arvensis,1,Accepted,Knautia arvensis,(L.) Coult.,Caprifoliaceae,tpl;tropicos, [Ambiguous match] ,,
Knautia arvensis,Knautia arvensis,Knautia arvensis,1,Accepted,Knautia arvensis,J.M. Coult.,Caprifoliaceae,tropicos, [Ambiguous match] ,,
Koeleria macrantha,Koeleria macrantha,Koeleria macrantha,1,Accepted,Koeleria macrantha,(Ledeb.) Schult.,Poaceae,tpl;usda, ,,
Koeleria macrantha,Koeleria macrantha,Koeleria macrantha,1,Synonym,Koeleria pyramidata subsp. pyramidata,,Poaceae,tropicos, ,,
Koelreuteria bipinnata,Koelreuteria bipinnata,Koelreuteria bipinnata,1,Accepted,Koelreuteria bipinnata,Franch.,Sapindaceae,tpl;tropicos, ,,
Koelreuteria bipinnata,Koelreuteria bipinnata,Koelreuteria bipinnata,1,Accepted,Koelreuteria bipinnata,Franchet,Sapindaceae,usda, ,,
Kosteletzkya pentacarpos,Kosteletzkya pentacarpos,Do not use,1,Synonym,Kosteletzkya virginica,(L.) C. Presl ex A. Gray,Malvaceae,usda, ,,Do not use
Lacistema pubescens,Lacistema pubescens,Lacistema pubescens,1,Accepted,Lacistema pubescens,Mart.,Lacistemataceae,tpl;tropicos, ,,
Lactuca sativa,Lactuca sativa,Lactuca sativa,1,Accepted,Lactuca sativa,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:B4E03B98-EE4E-4012-9EC0-828429990E8E,
Lactuca serriola,Lactuca serriola,Lactuca serriola,1,Accepted,Lactuca serriola,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:5F860FC7-C156-4EBB-BB51-BA5CA4AC1989,
Lactuca virosa,Lactuca virosa,Lactuca virosa,1,Accepted,Lactuca virosa,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:87259D52-8331-4E22-9F41-637FBD06C80D,
Lantana camara,Lantana camara,Lantana camara,1,Accepted,Lantana camara,L.,Verbenaceae,tpl;tropicos;usda, ,,
Larrea tridentata,Larrea tridentata,Larrea tridentata,1,Accepted,Larrea tridentata,(Sess? & Moc. ex DC.) Coville,Zygophyllaceae,tpl;tropicos, ,,
Larrea tridentata,Larrea tridentata,Larrea tridentata,1,Accepted,Larrea tridentata,(DC.) Coville,Zygophyllaceae,usda, ,,
Lathyrus vernus,Lathyrus vernus,Lathyrus vernus,1,Accepted,Lathyrus vernus,,Fabaceae,tpl, ,,
Lathyrus vernus,Lathyrus vernus,Lathyrus vernus,1,Accepted,Lathyrus vernus,(L.)Bernh.,Fabaceae,ildis, ,,
Lathyrus vernus,Lathyrus vernus,Lathyrus vernus,1,Accepted,Lathyrus vernus,(L.) Bernh.,Fabaceae,tropicos;usda, ,,
Ledum palustre groenlandicum,Ledum palustre,Do not use,0.96,Synonym,Ledum groenlandicum,Oeder,Ericaceae,usda, ,,Do not use
Ledum palustre groenlandicum,Ledum palustre,Ledum palustre,0.6,Accepted,Ledum palustre,,,,,,Okay - added from plant list
Lemna minor,Lemna minor,Lemna minor,1,Accepted,Lemna minor,L.,Araceae,tpl;tropicos;usda, ,,
Lepidium campestre,Lepidium campestre,Lepidium campestre,1,Accepted,Lepidium campestre,(L.) R.Br.,Brassicaceae,tpl, ,,
Lepidium campestre,Lepidium campestre,Lepidium campestre,1,Accepted,Lepidium campestre,(L.) W.T. Aiton,Brassicaceae,tropicos;usda, ,,
Lespedeza juncea sericea,Lespedeza juncea,Lespedeza juncea,0.96,Synonym,Lespedeza cuneata,(Dum. Cours.) G. Don,Fabaceae,tropicos, ,,okay use matched name
Lespedeza juncea sericea,Lespedeza juncea,Lespedeza juncea,0.96,Synonym,Lespedeza cuneata,(Dum. Cours.) G. Don,Fabaceae,usda, [Ambiguous match] ,,okay use matched name
Lespedeza juncea sericea,Lespedeza juncea,Do not use,0.96,Synonym,Lespedeza intermixta,Makino,Fabaceae,ildis, [Ambiguous match] ,,Do not use
Lespedeza virginica,Lespedeza virginica,Lespedeza virginica,1,Accepted,Lespedeza virginica,(L.)Britton,Fabaceae,ildis, ,,
Lespedeza virginica,Lespedeza virginica,Lespedeza virginica,1,Accepted,Lespedeza virginica,(L.) Britton,Fabaceae,tropicos;usda, ,,
Liatris cylindracea,Liatris cylindracea,Liatris cylindracea,1,Accepted,Liatris cylindracea,Michx.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:553F585A-7C73-492B-9F49-62039B794923,
Liatris scariosa,Liatris scariosa,Liatris scariosa,1,Accepted,Liatris scariosa,(L.) Willd.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:19682425-F9C4-40EC-B815-FEC90E635E6D,
Licania heteromorpha,Licania heteromorpha,Licania heteromorpha,1,Accepted,Licania heteromorpha,Benth.,Chrysobalanaceae,tpl;tropicos, ,,
Fritillaria meleagris,Fritillaria meleagris,Fritillaria meleagris,1,Synonym,Lilium meleagris,(L.) E.H.L. Krause,Liliaceae,tropicos, ,,
Limonium carolinianum,Limonium carolinianum,Limonium carolinianum,1,Accepted,Limonium carolinianum,(Walter) Britton,Plumbaginaceae,tpl;tropicos;usda, ,,
Lindera benzoin,Lindera benzoin,Lindera benzoin,1,Accepted,Lindera benzoin,(L.) Blume,Lauraceae,tpl;tropicos;usda, ,,
Lindera umbellata,Lindera umbellata,Lindera umbellata,1,Accepted,Lindera umbellata,Thunb.,Lauraceae,tpl;tropicos, ,,
Linnaea borealis,Linnaea borealis,Linnaea borealis,1,Accepted,Linnaea borealis,L.,Caprifoliaceae,tpl;tropicos;usda, ,,
Linum catharticum,Linum catharticum,Linum catharticum,1,Accepted,Linum catharticum,L.,Linaceae,tpl;tropicos;usda, ,,
Linum flavum,Linum flavum,Linum flavum,1,Accepted,Linum flavum,L.,Linaceae,tpl, ,,
Linum tenuifolium,Linum tenuifolium,Linum tenuifolium,1,Accepted,Linum tenuifolium,L.,Linaceae,tpl, ,,
Lithospermum ruderale,Lithospermum ruderale,Lithospermum ruderale,1,Accepted,Lithospermum ruderale,Douglas ex Lehm.,Boraginaceae,tpl;tropicos;usda, ,,
Lithraea molleoides,Lithraea molleoides,Lithraea molleoides,1,Accepted,Lithraea molleoides,(Vell.) Engl.,Anacardiaceae,tpl;tropicos, ,,
Lobularia maritima,Lobularia maritima,Lobularia maritima,1,Accepted,Lobularia maritima,(L.) Desv.,Brassicaceae,tpl;tropicos;usda, ,,
Lodoicea maldivica,Lodoicea maldivica,Lodoicea maldivica,1,Accepted,Lodoicea maldivica,(J.F.Gmel.) Pers.,Arecaceae,tpl, ,,
Lodoicea maldivica,Lodoicea maldivica,Lodoicea maldivica,1,Accepted,Lodoicea maldivica,(Pers. ex H. Wendl.) Pers. ex H. Wendl.,Arecaceae,tropicos, ,,
Lodoicea maldivica,Lodoicea maldivica,Lodoicea maldivica,1,Accepted,Lodoicea maldivica,(J.F. Gmel.) Pers.,Arecaceae,usda, ,,
Lonicera maackii,Lonicera maackii,Lonicera maackii,1,Accepted,Lonicera maackii,(Rupr.) Maxim.,Caprifoliaceae,tpl;tropicos, ,,
Lonicera maackii,Lonicera maackii,Lonicera maackii,1,Accepted,Lonicera maackii,(Rupr.) Herder,Caprifoliaceae,usda, ,,
Lotus corniculatus,Lotus corniculatus,Lotus corniculatus,1,Accepted,Lotus corniculatus,,Fabaceae,tpl, ,,
Lotus corniculatus,Lotus corniculatus,Lotus corniculatus,1,Accepted,Lotus corniculatus,L.,Fabaceae,ildis;tropicos;usda, ,,
Lupinus arboreus,Lupinus arboreus,Lupinus arboreus,1,Accepted,Lupinus arboreus,Sims,Fabaceae,ildis;tropicos;usda, ,,
Lupinus lepidus,Lupinus lepidus,Lupinus lepidus,1,Accepted,Lupinus lepidus,,Fabaceae,tpl, ,,
Lupinus lepidus,Lupinus lepidus,Lupinus lepidus,1,Accepted,Lupinus lepidus,Lindl.,Fabaceae,ildis, ,,
Lupinus lepidus,Lupinus lepidus,Lupinus lepidus,1,Accepted,Lupinus lepidus,Douglas ex Lindl.,Fabaceae,tropicos;usda, ,,
Lupinus polyphyllus,Lupinus polyphyllus,Lupinus polyphyllus,1,Accepted,Lupinus polyphyllus,,Fabaceae,tpl, ,,
Lupinus polyphyllus,Lupinus polyphyllus,Lupinus polyphyllus,1,Accepted,Lupinus polyphyllus,Lindl.,Fabaceae,ildis;tropicos;usda, ,,
Lupinus tidestromii,Lupinus tidestromii,Lupinus tidestromii,1,Accepted,Lupinus tidestromii,Greene,Fabaceae,ildis;tropicos;usda, ,,
Lythrum salicaria,Lythrum salicaria,Lythrum salicaria,1,Accepted,Lythrum salicaria,L.,Lythraceae,tpl;tropicos;usda, ,,
Magnolia salicifolia,Magnolia salicifolia,Magnolia salicifolia,1,Accepted,Magnolia salicifolia,(Siebold & Zucc.) Maxim.,Magnoliaceae,tpl, ,,
Manilkara zapota,Manilkara zapota,Manilkara zapota,1,Accepted,Manilkara zapota,(L.) P.Royen,Sapotaceae,tpl, ,,
Manilkara zapota,Manilkara zapota,Manilkara zapota,1,Accepted,Manilkara zapota,(L.) P. Royen,Sapotaceae,tropicos;usda, ,,
Mauritia flexuosa,Mauritia flexuosa,Mauritia flexuosa,1,Accepted,Mauritia flexuosa,L.f.,Arecaceae,tpl, ,,
Mauritia flexuosa,Mauritia flexuosa,Mauritia flexuosa,1,Accepted,Mauritia flexuosa,L. f.,Arecaceae,tropicos;usda, ,,
Medicago arborea,Medicago arborea,Medicago arborea,1,Accepted,Medicago arborea,L.,Fabaceae,ildis;tropicos;usda, ,,
Melaleuca viridiflora,Melaleuca viridiflora,Melaleuca viridiflora,1,Synonym,Melaleuca leucadendra var. viridiflora,(Sol. ex Gaertn.) Cheel,Myrtaceae,tropicos, ,,
Melaleuca viridiflora,Melaleuca viridiflora,Melaleuca viridiflora,1,Accepted,Melaleuca viridiflora,Sol. ex Gaertn.,Myrtaceae,tpl;usda, ,,
Melaleuca viridiflora,Melaleuca viridiflora,Melaleuca viridiflora,1,Accepted,Melaleuca viridiflora,C.F. Gaertn.,Myrtaceae,tropicos, ,,
Melampyrum pratense,Melampyrum pratense,Melampyrum pratense,1,Accepted,Melampyrum pratense,L.,Orobanchaceae,tpl;tropicos, ,,
Miconia albicans,Miconia albicans,Miconia albicans,1,Accepted,Miconia albicans,(Sw.) Steud.,Melastomataceae,tpl;tropicos, ,,
Miconia prasina,Miconia prasina,Miconia prasina,1,Accepted,Miconia prasina,(Sw.) DC.,Melastomataceae,tpl;tropicos;usda, ,,
Microberlinia bisulcata,Microberlinia bisulcata,Microberlinia bisulcata,1,Accepted,Microberlinia bisulcata,A.Chev.,Fabaceae,ildis, ,,
Microberlinia bisulcata,Microberlinia bisulcata,Microberlinia bisulcata,1,Accepted,Microberlinia bisulcata,A. Chev.,Fabaceae,tropicos, ,,
Thlaspi perfoliatum,Thlaspi perfoliatum,Thlaspi perfoliatum,1,Synonym,Microthlaspi perfoliatum,(L.) F.K. Mey.,Brassicaceae,tropicos, ,,
Thlaspi perfoliatum,Thlaspi perfoliatum,Thlaspi perfoliatum,1,Synonym,Microthlaspi perfoliatum,(L.) F.K. Mey.,Brassicaceae,usda, ,,
Mimulus cardinalis,Mimulus cardinalis,Mimulus cardinalis,1,Accepted,Mimulus cardinalis,Douglas ex Benth.,Phrymaceae,tpl;tropicos;usda, ,,
Mimulus cardinalis,Mimulus cardinalis,Mimulus cardinalis,1,Synonym,Mimulus eastwoodiae,Rydb.,Phrymaceae,usda, ,,
Mimulus guttatus,Mimulus guttatus,Mimulus guttatus,1,Accepted,Mimulus guttatus,DC.,Phrymaceae,tpl;usda, ,,
Mimulus lewisii,Mimulus lewisii,Mimulus lewisii,1,Accepted,Mimulus lewisii,Pursh,Phrymaceae,tpl;tropicos;usda, ,,
Minuartia obtusiloba,Minuartia obtusiloba,Minuartia obtusiloba,1,Accepted,Minuartia obtusiloba,(Rydb.) House,Caryophyllaceae,tpl;tropicos;usda, ,,
Molinia caerulea,Molinia caerulea,Molinia caerulea,1,Accepted,Molinia caerulea,(L.) Moench,Poaceae,tpl;tropicos;usda, ,,
Monoptilon bellioides,Monoptilon bellioides,Monoptilon bellioides,1,Accepted,Monoptilon bellioides,(A.Gray) H.M.Hall,Asteraceae,gcc, ,urn:lsid:compositae.org:names:AAE0DF44-CACD-40F7-B687-F8B073400D1F,
Monoptilon bellioides,Monoptilon bellioides,Monoptilon bellioides,1,Accepted,Monoptilon bellioides,(A. Gray) H.M. Hall,Asteraceae,tropicos;usda, ,,
Mora paraensis,Mora paraensis,Mora paraensis,1,Accepted,Mora paraensis,(Ducke)Ducke,Fabaceae,ildis, ,,
Mora paraensis,Mora paraensis,Mora paraensis,1,Accepted,Mora paraensis,(Ducke) Ducke,Fabaceae,tropicos, ,,
Moringa peregrina,Moringa peregrina,Moringa peregrina,1,Accepted,Moringa peregrina,(Forssk.) Fiori,Moringaceae,tpl;tropicos, ,,
Mulinum spinosum,Mulinum spinosum,Mulinum spinosum,1,Accepted,Mulinum spinosum,Pers.,Apiaceae,tpl, ,,
Mulinum spinosum,Mulinum spinosum,Mulinum spinosum,1,Accepted,Mulinum spinosum,(Cav.) Pers.,Apiaceae,tropicos, ,,
Myoporum platycarpum,Myoporum platycarpum,Myoporum platycarpum,1,Accepted,Murdannia nudiflora,,,tropicos,,,Added from tropicos
Murdannia simplex,Murdannia simplex,Murdannia simplex,1,Accepted,Murdannia simplex,(Vahl) Brenan,Commelinaceae,tpl;tropicos;usda, ,,
Myosotis ramosissima,Myosotis ramosissima,Myosotis ramosissima,1,Accepted,Myosotis ramosissima,Rochel,Boraginaceae,tpl;tropicos, ,,
Myrcia sylvatica,Myrcia sylvatica,Myrcia sylvatica,1,Accepted,Myrcia sylvatica,(G.Mey.) DC.,Myrtaceae,tpl, ,,
