"SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue","UID1","checkY","checknote","habitatAuthor"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.172293,212,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.060119,213,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.18305,215,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.04016,216,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.187353,218,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.028039,219,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.190938,221,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.020401,222,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.192373,224,"Y","Correct as is","grassland and scree"
"Myosotis_ramosissima","Myosotis ramosissima",NA,"Myosotis","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.017346,225,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.328447,326,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.062832,327,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.316566,329,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.079029,330,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.311814,332,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.08407,333,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.307853,335,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.089126,336,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.306269,338,"Y","Correct as is","grassland and scree"
"Saxifraga_tridactylites","Saxifraga tridactylites",NA,"Saxifraga","Saxifragaceae","Saxifragales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostál","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.091149,339,"Y","Correct as is","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.522402,367,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 1: = 40% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.151508,368,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.528525,370,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 2: 25.1-39.9% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.113184,371,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.530975,373,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 3: 10.1-25% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.091539,374,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.533016,376,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 4: 5.1-10% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.07726,377,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided","Yes",NA,2,0.533832,379,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Veronica_arvensis","Veronica arvensis",NA,"Veronica","Plantaginaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Dostal","J Veg Sci","2007","10.1111/j.1654-1103.2007.tb02519.x","Burns in prep.",3,2000,2002,"1",1,"No","Yes","No","Type 5: 0-5% bar soil",50.5166666666667,13.9833333333333,446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided","Yes",NA,2,0.071549,380,"Y_edits","DOI added, excel supplied by author so I can't see it, but transition types match paper","grassland and scree"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1992,NA,NA,1993,NA,NA,"Divided","Yes","Deciduous forest",6,0.92,583,"Y_edits","lat long corrected","Deciduous forest"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1993,NA,NA,1994,NA,NA,"Divided","Yes","Deciduous forest",6,0.98,584,"Y_edits","lat long corrected","Deciduous forest"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided","Yes","Deciduous forest",6,0.98,585,"Y_edits","lat long corrected","Deciduous forest"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1995,NA,NA,1996,NA,NA,"Divided","Yes","Deciduous forest",6,0.98,586,"Y_edits","lat long corrected","Deciduous forest"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1996,NA,NA,1997,NA,NA,"Divided","Yes","Deciduous forest",6,0.88,587,"Y_edits","lat long corrected","Deciduous forest"
"Actaea_spicata","Actaea spicata",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Fröborg; Eriksson","Can J Bot","2003","10.1139/B03-099",NA,6,1993,1998,"1",2,"Shoot height","No","No","Site A",58.1,17.07,6,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1997,NA,NA,1998,NA,NA,"Divided","Yes","Deciduous forest",6,0.83,588,"Y_edits","lat long corrected","Deciduous forest"
